Test                                                        , Flow, GFuzz, GFuzzHB, GFuzzHBFlow, GoPie, GoPie+, GoPieHB
TestCmdNameCompletionInGo                                   ,     ,      ,        ,            ,      ,       , 
TestCommandAlias                                            ,     ,      ,        ,            ,      ,       , 
TestCommandPrintRedirection                                 ,     ,      ,        ,            ,      ,       , 
TestCommandsAreSorted                                       ,     ,      ,        ,            ,      ,       , 
TestCompleteCmdInBashScript                                 ,     ,      ,        ,            ,      ,       , 
TestCompleteCmdInFishScript                                 ,     ,      ,        ,            ,      ,       , 
TestCompleteCmdInZshScript                                  ,     ,      ,        ,            ,      ,       , 
TestCompleteCompletion                                      ,     ,      ,        ,            ,      ,       , 
TestCompleteHelp                                            ,     ,      ,        ,            ,      ,       , 
TestCompleteNoDesCmdInFishScript                            ,     ,      ,        ,            ,      ,       , 
TestCompleteNoDesCmdInZshScript                             ,     ,      ,        ,            ,      ,       , 
TestCompleteWithDisableFlagParsing                          ,     ,      ,        ,            ,      ,       , 
TestCompleteWithRootAndLegacyArgs                           ,     ,      ,        ,            ,      ,       , 
TestCompletionCobraFlags                                    ,     ,      ,        ,            ,      ,       , 
TestCompletionForGroupedFlags                               ,     ,      ,        ,            ,      ,       , 
TestCompletionForMutuallyExclusiveFlags                     ,     ,      ,        ,            ,      ,       , 
TestCompletionForOneRequiredGroupFlags                      ,     ,      ,        ,            ,      ,       , 
TestCompletionFuncCompatibility                             ,     ,      ,        ,            ,      ,       , 
TestConfigActiveHelp                                        ,     ,      ,        ,            ,      ,       , 
TestConsistentNormalizedName                                ,     ,      ,        ,            ,      ,       , 
TestCustomDefaultShellCompDirective                         ,     ,      ,        ,            ,      ,       , 
TestDeadcodeElimination                                     ,     ,      ,        ,            ,      ,       , 
TestDefaultCompletionCmd                                    ,     ,      ,        ,            ,      ,       , 
TestDeprecatedCommand                                       ,     ,      ,        ,            ,      ,       , 
TestDisableActiveHelp                                       ,     ,      ,        ,            ,      ,       , 
TestDisableDescriptions                                     ,     ,      ,        ,            ,      ,       , 
TestDisableFlagParsing                                      ,     ,      ,        ,            ,      ,       , 
TestEmptyInputs                                             ,     ,      ,        ,            ,      ,       , 
TestEnableCommandSortingIsDisabled                          ,     ,      ,        ,            ,      ,       , 
TestEnablePrefixMatching                                    ,     ,      ,        ,            ,      ,       , 
TestExactArgs                                               ,     ,      ,        ,            ,      ,       , 
TestExactArgs_WithInvalidCount                              ,     ,      ,        ,            ,      ,       , 
TestExactArgs_WithInvalidCount_WithValid                    ,     ,      ,        ,            ,      ,       , 
TestExactArgs_WithInvalidCount_WithValidOnly_WithInvalidArgs,     ,      ,        ,            ,      ,       , 
TestExactArgs_WithInvalidCount_WithValid_WithInvalidArgs    ,     ,      ,        ,            ,      ,       , 
TestExactArgs_WithValid                                     ,     ,      ,        ,            ,      ,       , 
TestExactArgs_WithValidOnly_WithInvalidArgs                 ,     ,      ,        ,            ,      ,       , 
TestExactArgs_WithValid_WithInvalidArgs                     ,     ,      ,        ,            ,      ,       , 
TestExactValidArgs                                          ,     ,      ,        ,            ,      ,       , 
TestExactValidArgs_WithInvalidArgs                          ,     ,      ,        ,            ,      ,       , 
TestExactValidArgs_WithInvalidCount                         ,     ,      ,        ,            ,      ,       , 
TestExactValidArgs_WithInvalidCount_WithInvalidArgs         ,     ,      ,        ,            ,      ,       , 
TestExecuteContext                                          ,     ,      ,        ,            ,      ,       , 
TestExecuteContextC                                         ,     ,      ,        ,            ,      ,       , 
TestExecute_NoContext                                       ,     ,      ,        ,            ,      ,       , 
TestFParseErrWhitelistBackwardCompatibility                 ,     ,      ,        ,            ,      ,       , 
TestFParseErrWhitelistChildCommand                          ,     ,      ,        ,            ,      ,       , 
TestFParseErrWhitelistParentCommand                         ,     ,      ,        ,            ,      ,       , 
TestFParseErrWhitelistSameCommand                           ,     ,      ,        ,            ,      ,       , 
TestFParseErrWhitelistSiblingCommand                        ,     ,      ,        ,            ,      ,       , 
TestFailGenFishCompletionFile                               ,     ,      ,        ,            ,      ,       , 
TestFind                                                    ,     ,      ,        ,            ,      ,       , 
TestFishCompletionNoActiveHelp                              ,     ,      ,        ,            ,      ,       , 
TestFixedCompletions                                        ,     ,      ,        ,            ,      ,       , 
TestFixedCompletionsWithCompletionHelpers                   ,     ,      ,        ,            ,      ,       , 
TestFlagBeforeCommand                                       ,     ,      ,        ,            ,      ,       , 
TestFlagCompletionConcurrentRegistration                    ,     ,      ,        ,            ,      ,       , 
TestFlagCompletionForPersistentFlagsCalledFromSubCmd        ,     ,      ,        ,            ,      ,       , 
TestFlagCompletionInGo                                      ,     ,      ,        ,            ,      ,       , 
TestFlagCompletionInGoWithDesc                              ,     ,      ,        ,            ,      ,       , 
TestFlagCompletionWithNotInterspersedArgs                   ,     ,      ,        ,            ,      ,       , 
TestFlagCompletionWorksRootCommandAddedAfterFlags           ,     ,      ,        ,            ,      ,       , 
TestFlagDirFilterCompletionInGo                             ,     ,      ,        ,            ,      ,       , 
TestFlagErrorFunc                                           ,     ,      ,        ,            ,      ,       , 
TestFlagErrorFuncHelp                                       ,     ,      ,        ,            ,      ,       , 
TestFlagFileExtFilterCompletionInGo                         ,     ,      ,        ,            ,      ,       , 
TestFlagInvalidInput                                        ,     ,      ,        ,            ,      ,       , 
TestFlagLong                                                ,     ,      ,        ,            ,      ,       , 
TestFlagNameCompletionInGo                                  ,     ,      ,        ,            ,      ,       , 
TestFlagNameCompletionInGoWithDesc                          ,     ,      ,        ,            ,      ,       , 
TestFlagNameCompletionRepeat                                ,     ,      ,        ,            ,      ,       , 
TestFlagOnPflagCommandLine                                  ,     ,      ,        ,            ,      ,       , 
TestFlagShort                                               ,     ,      ,        ,            ,      ,       , 
TestFlagsInUsage                                            ,     ,      ,        ,            ,      ,       , 
TestGenFishCompletionFile                                   ,     ,      ,        ,            ,      ,       , 
TestGetEnvConfig                                            ,     ,      ,        ,            ,      ,       , 
TestGetFlagCompletion                                       ,     ,      ,        ,            ,      ,       , 
TestGlobalNormFuncPropagation                               ,     ,      ,        ,            ,      ,       , 
TestGrandChildSameName                                      ,     ,      ,        ,            ,      ,       , 
TestHelpCommandExecuted                                     ,     ,      ,        ,            ,      ,       , 
TestHelpCommandExecutedOnChild                              ,     ,      ,        ,            ,      ,       , 
TestHelpCommandExecutedOnChildWithFlagThatShadowsParentFlag ,     ,      ,        ,            ,      ,       , 
TestHelpCommandExecutedWithVersionSet                       ,     ,      ,        ,            ,      ,       , 
TestHelpCommandExecutedWithoutVersionSet                    ,     ,      ,        ,            ,      ,       , 
TestHelpExecutedOnNonRunnableChild                          ,     ,      ,        ,            ,      ,       , 
TestHelpFlagExecuted                                        ,     ,      ,        ,            ,      ,       , 
TestHelpFlagExecutedOnChild                                 ,     ,      ,        ,            ,      ,       , 
TestHelpFlagInHelp                                          ,     ,      ,        ,            ,      ,       , 
TestHelpFuncExecuted                                        ,     ,      ,        ,            ,      ,       , 
TestHelpflagCommandExecutedWithVersionSet                   ,     ,      ,        ,            ,      ,       , 
TestHelpflagCommandExecutedWithoutVersionSet                ,     ,      ,        ,            ,      ,       , 
TestHiddenCommandExecutes                                   ,     ,      ,        ,            ,      ,       , 
TestHiddenCommandIsHidden                                   ,     ,      ,        ,            ,      ,       , 
TestHooks                                                   ,     ,      ,        ,            ,      ,       , 
TestInitDefaultCompletionCmd                                ,     ,      ,        ,            ,      ,       , 
TestInitHelpFlagMergesFlags                                 ,     ,      ,        ,            ,      ,       , 
TestLegacyArgsRootAcceptsArgs                               ,     ,      ,        ,            ,      ,       , 
TestLegacyArgsSubcmdAcceptsArgs                             ,     ,      ,        ,            ,      ,       , 
TestLevenshteinDistance                                     ,     ,      ,        ,            ,      ,       , 
TestLongVersionFlagOnlyInHelpWhenShortPredefined            ,     ,      ,        ,            ,      ,       , 
TestMatchAll                                                ,     ,      ,        ,            ,      ,       , 
TestMaximumNArgs                                            ,     ,      ,        ,            ,      ,       , 
TestMaximumNArgs_WithMoreArgs                               ,     ,      ,        ,            ,      ,       , 
TestMaximumNArgs_WithMoreArgs_WithValid                     ,     ,      ,        ,            ,      ,       , 
TestMaximumNArgs_WithMoreArgs_WithValidOnly_WithInvalidArgs ,     ,      ,        ,            ,      ,       , 
TestMaximumNArgs_WithMoreArgs_WithValid_WithInvalidArgs     ,     ,      ,        ,            ,      ,       , 
TestMaximumNArgs_WithValid                                  ,     ,      ,        ,            ,      ,       , 
TestMaximumNArgs_WithValidOnly_WithInvalidArgs              ,     ,      ,        ,            ,      ,       , 
TestMaximumNArgs_WithValid_WithInvalidArgs                  ,     ,      ,        ,            ,      ,       , 
TestMergeCommandLineToFlags                                 ,     ,      ,        ,            ,      ,       , 
TestMinimumNArgs                                            ,     ,      ,        ,            ,      ,       , 
TestMinimumNArgs_WithLessArgs                               ,     ,      ,        ,            ,      ,       , 
TestMinimumNArgs_WithLessArgs_WithValid                     ,     ,      ,        ,            ,      ,       , 
TestMinimumNArgs_WithLessArgs_WithValidOnly_WithInvalidArgs ,     ,      ,        ,            ,      ,       , 
TestMinimumNArgs_WithLessArgs_WithValid_WithInvalidArgs     ,     ,      ,        ,            ,      ,       , 
TestMinimumNArgs_WithValid                                  ,     ,      ,        ,            ,      ,       , 
TestMinimumNArgs_WithValidOnly_WithInvalidArgs              ,     ,      ,        ,            ,      ,       , 
TestMinimumNArgs_WithValid__WithInvalidArgs                 ,     ,      ,        ,            ,      ,       , 
TestMultiActiveHelp                                         ,     ,      ,        ,            ,      ,       , 
TestMultipleShorthandFlagCompletion                         ,     ,      ,        ,            ,      ,       , 
TestNoArgs                                                  ,     ,      ,        ,            ,      ,       , 
TestNoArgs_WithArgs                                         ,     ,      ,        ,            ,      ,       , 
TestNoArgs_WithValidOnly_WithInvalidArgs                    ,     ,      ,        ,            ,      ,       , 
TestNoArgs_WithValid_WithArgs                               ,     ,      ,        ,            ,      ,       , 
TestNoArgs_WithValid_WithInvalidArgs                        ,     ,      ,        ,            ,      ,       , 
TestNoCmdNameCompletionInGo                                 ,     ,      ,        ,            ,      ,       , 
TestNoRootRunCommandExecutedWithVersionSet                  ,     ,      ,        ,            ,      ,       , 
TestNoRootRunCommandExecutedWithoutVersionSet               ,     ,      ,        ,            ,      ,       , 
TestNoValidArgsFuncInBashScript                             ,     ,      ,        ,            ,      ,       , 
TestNormPassedOnInherited                                   ,     ,      ,        ,            ,      ,       , 
TestNormPassedOnLocal                                       ,     ,      ,        ,            ,      ,       , 
TestOnlyValidArgs                                           ,     ,      ,        ,            ,      ,       , 
TestOnlyValidArgs_WithInvalidArgs                           ,     ,      ,        ,            ,      ,       , 
TestPersistentFlagsOnChild                                  ,     ,      ,        ,            ,      ,       , 
TestPersistentFlagsOnSameCommand                            ,     ,      ,        ,            ,      ,       , 
TestPersistentHooks                                         ,     ,      ,        ,            ,      ,       , 
TestPersistentRequiredFlags                                 ,     ,      ,        ,            ,      ,       , 
TestPersistentRequiredFlagsWithDisableFlagParsing           ,     ,      ,        ,            ,      ,       , 
TestPlugin                                                  ,     ,      ,        ,            ,      ,       , 
TestPluginWithSubCommands                                   ,     ,      ,        ,            ,      ,       , 
TestProgWithColon                                           ,     ,      ,        ,            ,      ,       , 
TestProgWithDash                                            ,     ,      ,        ,            ,      ,       , 
TestPwshCompletionNoActiveHelp                              ,     ,      ,        ,            ,      ,       , 
TestRangeArgs                                               ,     ,      ,        ,            ,      ,       , 
TestRangeArgs_WithInvalidCount                              ,     ,      ,        ,            ,      ,       , 
TestRangeArgs_WithInvalidCount_WithValid                    ,     ,      ,        ,            ,      ,       , 
TestRangeArgs_WithInvalidCount_WithValidOnly_WithInvalidArgs,     ,      ,        ,            ,      ,       , 
TestRangeArgs_WithInvalidCount_WithValid_WithInvalidArgs    ,     ,      ,        ,            ,      ,       , 
TestRangeArgs_WithValid                                     ,     ,      ,        ,            ,      ,       , 
TestRangeArgs_WithValidOnly_WithInvalidArgs                 ,     ,      ,        ,            ,      ,       , 
TestRangeArgs_WithValid_WithInvalidArgs                     ,     ,      ,        ,            ,      ,       , 
TestRemoveCommand                                           ,     ,      ,        ,            ,      ,       , 
TestReplaceCommandWithRemove                                ,     ,      ,        ,            ,      ,       , 
TestRequiredFlagNameCompletionInGo                          ,     ,      ,        ,            ,      ,       , 
TestRequiredFlags                                           ,     ,      ,        ,            ,      ,       , 
TestRootAndSubErrPrefix                                     ,     ,      ,        ,            ,      ,       , 
TestRootErrPrefixExecutedOnSubcommand                       ,     ,      ,        ,            ,      ,       , 
TestRootExecuteUnknownCommand                               ,     ,      ,        ,            ,      ,       , 
TestRootTakesArgs                                           ,     ,      ,        ,            ,      ,       , 
TestRootTakesNoArgs                                         ,     ,      ,        ,            ,      ,       , 
TestRootUnknownCommandSilenced                              ,     ,      ,        ,            ,      ,       , 
TestRpad                                                    ,     ,      ,        ,            ,      ,       , 
TestSetContext                                              ,     ,      ,        ,            ,      ,       , 
TestSetContextPersistentPreRun                              ,     ,      ,        ,            ,      ,       , 
TestSetContextPreRun                                        ,     ,      ,        ,            ,      ,       , 
TestSetContextPreRunOverwrite                               ,     ,      ,        ,            ,      ,       , 
TestSetErr                                                  ,     ,      ,        ,            ,      ,       , 
TestSetHelpCommand                                          ,     ,      ,        ,            ,      ,       , 
TestSetHelpTemplate                                         ,     ,      ,        ,            ,      ,       , 
TestSetIn                                                   ,     ,      ,        ,            ,      ,       , 
TestSetOut                                                  ,     ,      ,        ,            ,      ,       , 
TestSetOutput                                               ,     ,      ,        ,            ,      ,       , 
TestSetUsageTemplate                                        ,     ,      ,        ,            ,      ,       , 
TestShortAndLongVersionFlagInHelp                           ,     ,      ,        ,            ,      ,       , 
TestShortVersionFlagOnlyAddedToRoot                         ,     ,      ,        ,            ,      ,       , 
TestShorthandVersionFlagExecuted                            ,     ,      ,        ,            ,      ,       , 
TestShorthandVersionFlagExecutedOnSubcommand                ,     ,      ,        ,            ,      ,       , 
TestShorthandVersionFlagOnlyAddedIfShorthandNotDefined      ,     ,      ,        ,            ,      ,       , 
TestShorthandVersionFlagOnlyAddedIfVersionNotDefined        ,     ,      ,        ,            ,      ,       , 
TestShorthandVersionFlagOnlyExistsIfVersionNonEmpty         ,     ,      ,        ,            ,      ,       , 
TestShorthandVersionTemplate                                ,     ,      ,        ,            ,      ,       , 
TestSingleCommand                                           ,     ,      ,        ,            ,      ,       , 
TestSortedFlags                                             ,     ,      ,        ,            ,      ,       , 
TestStringInSlice                                           ,     ,      ,        ,            ,      ,       , 
TestStripFlags                                              ,     ,      ,        ,            ,      ,       , 
TestSubcommandExecuteC                                      ,     ,      ,        ,            ,      ,       , 
TestSuggestions                                             ,     ,      ,        ,            ,      ,       , 
TestTraverseNoParentFlags                                   ,     ,      ,        ,            ,      ,       , 
TestTraverseWithBadChildFlag                                ,     ,      ,        ,            ,      ,       , 
TestTraverseWithBadParentFlags                              ,     ,      ,        ,            ,      ,       , 
TestTraverseWithParentFlags                                 ,     ,      ,        ,            ,      ,       , 
TestTraverseWithTwoSubcommands                              ,     ,      ,        ,            ,      ,       , 
TestUngroupedCommand                                        ,     ,      ,        ,            ,      ,       , 
TestUnknownFlagShouldReturnSameErrorRegardlessOfArgPosition ,     ,      ,        ,            ,      ,       , 
TestUpdateName                                              ,     ,      ,        ,            ,      ,       , 
TestUsageCompletionGroup                                    ,     ,      ,        ,            ,      ,       , 
TestUsageHelpGroup                                          ,     ,      ,        ,            ,      ,       , 
TestUsageIsNotPrintedTwice                                  ,     ,      ,        ,            ,      ,       , 
TestUsageStringRedirected                                   ,     ,      ,        ,            ,      ,       , 
TestUsageWithGroup                                          ,     ,      ,        ,            ,      ,       , 
TestUseDeprecatedFlags                                      ,     ,      ,        ,            ,      ,       , 
TestValidArgsAndCmdCompletionInGo                           ,     ,      ,        ,            ,      ,       , 
TestValidArgsCompletionInGo                                 ,     ,      ,        ,            ,      ,       , 
TestValidArgsFuncAliases                                    ,     ,      ,        ,            ,      ,       , 
TestValidArgsFuncAndCmdCompletionInGo                       ,     ,      ,        ,            ,      ,       , 
TestValidArgsFuncChildCmds                                  ,     ,      ,        ,            ,      ,       , 
TestValidArgsFuncChildCmdsWithDesc                          ,     ,      ,        ,            ,      ,       , 
TestValidArgsFuncCmdContext                                 ,     ,      ,        ,            ,      ,       , 
TestValidArgsFuncInBashScript                               ,     ,      ,        ,            ,      ,       , 
TestValidArgsFuncSingleCmd                                  ,     ,      ,        ,            ,      ,       , 
TestValidArgsFuncSingleCmdInvalidArg                        ,     ,      ,        ,            ,      ,       , 
TestValidArgsNotValidArgsFunc                               ,     ,      ,        ,            ,      ,       , 
TestValidateFlagGroups                                      ,     ,      ,        ,            ,      ,       , 
TestVersionFlagExecuted                                     ,     ,      ,        ,            ,      ,       , 
TestVersionFlagExecutedDiplayName                           ,     ,      ,        ,            ,      ,       , 
TestVersionFlagExecutedOnSubcommand                         ,     ,      ,        ,            ,      ,       , 
TestVersionFlagExecutedWithNoName                           ,     ,      ,        ,            ,      ,       , 
TestVersionFlagOnlyAddedToRoot                              ,     ,      ,        ,            ,      ,       , 
TestVersionFlagOnlyExistsIfVersionNonEmpty                  ,     ,      ,        ,            ,      ,       , 
TestVersionTemplate                                         ,     ,      ,        ,            ,      ,       , 
TestVisitParents                                            ,     ,      ,        ,            ,      ,       , 
TestWrongGroupFirstLevel                                    , R01 , R01  , R01    , R01        , R01  , R01   , R01
TestWrongGroupForCompletion                                 , R01 , R01  , R01    , R01        , R01  , R01   , R01
TestWrongGroupForHelp                                       , R01 , R01  , R01    , R01        , R01  , R01   , R01
TestWrongGroupNestedLevel                                   , R01 , R01  , R01    , R01        , R01  , R01   , R01
TestZshCompletionWithActiveHelp                             ,     ,      ,        ,            ,      ,       , 
